device, serialNo, Battery Level, Measure Date Time, Body Fat Percentage, Basal Metabolism, Skeletal Muscle Percentage, Weight, BMI, Visceral Fat Level, Body Age
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-23T13:52:00,33.7,1226.8164,24.8,57.9,24.4,7,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-23T13:55:59,33.5,1224.9044,24.9,57.7,24.3,7,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-23T14:18:50,34.1,1230.8795,24.7,58.3,24.6,7,73
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-23T14:31:49,35.0,1232.7916,24.4,58.6,24.7,8,73
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-23T15:38:01,32.9,1240.9177,24.9,58.7,24.8,8,73
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-23T16:15:53,33.4,1239.9618,24.8,58.7,24.8,8,73
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-23T17:15:19,32.3,1241.8738,25.1,58.6,24.7,7,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-23T18:50:03,31.5,1244.9808,25.3,58.6,24.7,7,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-23T20:14:38,29.6,1253.8241,25.6,58.8,24.8,7,71
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-23T20:18:36,29.4,1242.8298,25.8,58.0,24.5,7,71
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-23T21:15:05,31.9,1234.9426,25.3,58.0,24.5,7,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-23T21:18:12,29.4,1245.9369,25.7,58.2,24.5,7,71
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-23T21:49:56,32.5,1253.8241,24.9,59.5,25.1,8,73
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-23T21:53:38,32.1,1245.9369,25.1,58.8,24.8,8,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-23T22:12:37,31.0,1250.956,25.4,58.9,24.8,8,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-24T07:31:35,32.1,1220.8413,25.3,57.1,24.1,7,71
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-24T07:35:25,32.1,1230.8795,25.2,57.8,24.4,7,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-24T07:47:05,31.7,1233.9866,25.3,57.9,24.4,7,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-24T08:41:11,32.6,1244.9808,25.0,58.9,24.8,8,73
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-24T12:13:50,35.0,1235.8987,24.4,58.8,24.8,8,74
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-24T13:26:56,33.0,1250.0,24.9,59.3,25.0,8,73
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-24T16:41:30,30.7,1250.0,25.4,58.8,24.8,8,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-24T17:17:01,30.7,1245.9369,25.5,58.5,24.7,7,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-24T19:23:13,27.0,1228.9675,26.5,56.5,23.8,6,69
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-25T10:08:54,35.5,1196.9407,24.6,56.3,23.7,7,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-25T10:12:07,35.3,1193.8336,24.7,56.0,23.6,6,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-25T10:27:54,34.9,1203.872,24.7,56.6,23.9,7,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-25T11:35:46,34.8,1214.8662,24.7,57.3,24.2,7,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-25T13:16:07,34.5,1210.8031,24.8,57.0,24.0,7,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-25T13:24:52,34.9,1215.8221,24.6,57.4,24.2,7,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-25T16:42:36,31.3,1228.9675,25.4,57.5,24.2,7,71
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-25T17:05:22,31.1,1233.9866,25.4,57.8,24.4,7,71
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-25T18:12:12,32.3,1237.8107,25.1,58.3,24.6,7,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-25T19:19:47,30.6,1225.8605,25.6,57.1,24.1,7,70
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-25T22:18:43,32.7,1244.9808,25.0,58.9,24.8,8,73
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-26T07:12:07,32.0,1208.891,25.4,56.3,23.7,6,70
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-26T07:27:33,33.0,1218.9292,25.1,57.2,24.1,7,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-26T14:33:10,35.2,1215.8221,24.5,57.5,24.2,7,73
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-26T14:40:00,35.1,1211.998,24.6,57.2,24.1,7,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-26T14:55:39,35.0,1214.8662,24.6,57.4,24.2,7,73
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-26T15:49:30,34.3,1220.8413,24.7,57.6,24.3,7,72
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-26T19:07:21,29.7,1220.8413,25.9,56.6,23.9,7,70
2EA9BBF0-0F62-4A28-9472-EDA14F13EBEB, 180301322F_SW,100, 2021-01-26T20:47:48,32.7,1234.9426,25.0,58.2,24.5,7,72
